precinct_id,rate_overvote,Median Income
1101,0.006611570247933884,72806.60677905293
1102,0.0018957345971563982,52263.75896616688
1103,0.0029498525073746312,46197.31193622667
1104,0.009107468123861567,21577.360577132968
1105,0.009107468123861567,30174.622146879516
1106,0.0012004801920768306,29692.558562804832
1107,0.0012422360248447205,23824.881329347634
1108,0.0,31350.5617148253
1109,0.002288329519450801,35017.06029610641
1111,0.0018034265103697023,45118.52094326554
1112,0.0,39968.10836818905
1113,0.00477326968973747,40404.70315502925
1114,0.003770028275212064,28873.713304044195
1115,0.0040609137055837565,33736.89346931598
1116,0.004153686396677051,34047.35291717953
1117,0.0010976948408342481,38481.83682418208
1118,0.0,62313.373863298635
1119,0.001218026796589525,45922.53789727172
1121,0.00130718954248366,39967.68933295025
1122,0.004398826979472141,22226.655360477947
1123,0.004044489383215369,51636.06326288883
1124,0.0011560693641618498,57323.80156634544
1125,0.0033500837520938024,90335.52641112634
1126,0.0027447392497712718,64128.11512188321
1127,0.004835589941972921,50636.80687169352
1128,0.0031380753138075313,30448.4427067667
1129,0.004355400696864111,36320.62763771058
1131,0.004201680672268907,22620.75168651636
1132,0.006255585344057194,30963.401163837796
1133,0.0030959752321981426,34737.56807814322
1134,0.002372479240806643,26442.520058738624
1135,0.0,25186.560082306114
1136,0.002162162162162162,32352.645222437488
1141,0.0017605633802816902,44568.5472565197
1142,0.0020387359836901123,49903.23457726544
1143,0.0027397260273972603,47288.36388156505
1144,0.0029585798816568047,43972.23009487562
1145,0.0,52975.82940911123
1146,0.0008620689655172414,49521.15000746793
1147,0.002107481559536354,44165.868621348374
1148,0.0027447392497712718,49044.434371641386
1149,0.0,44400.883395739016
1151,0.0,488.17232916519237
1152,0.006185567010309278,39237.047548758346
1153,0.0,44226.442221927166
1154,0.0,43761.90635846256
7001,0.0012690355329949238,78226.71428858976
7002,0.0,80713.29460421113
7003,0.0,100887.49477033534
7004,0.0,106840.64639017341
7005,0.001184834123222749,75677.56365062129
7006,0.0010775862068965517,157474.71210893433
7007,0.0,73379.70993256013
7008,0.0011025358324145535,78318.30157737662
7009,0.003432494279176201,64015.96109017057
7011,0.0009606147934678194,82971.74017584178
7012,0.0,116553.69379777182
7013,0.0016155088852988692,68140.75444023246
7014,0.0013568521031207597,18103.01759215496
7015,0.0,45881.015251303455
7016,0.0029469548133595285,50529.255919199335
7017,0.0,57811.40838722476
7018,0.0,50580.75226614352
7019,0.0,35789.62191360895
7021,0.0029469548133595285,31776.344944313794
7022,0.003988035892323031,31924.970013889215
7023,0.0010121457489878543,16270.987909827272
7024,0.004032258064516129,4171.571686619881
7025,0.0,13109.752046766635
7026,0.0,46840.78172753045
7027,0.0010695187165775401,33029.72414316204
7028,0.001092896174863388,20542.661919805363
7029,0.0010351966873706005,11200.422208374624
7030,0.005733944954128441,48055.87900651718
7031,0.0013054830287206266,20164.540971102397
7032,0.0021321961620469083,62040.63118058286
7033,0.00749063670411985,52109.16496802348
7034,0.001990049751243781,13712.744110751795
7035,0.0,104891.27705647062
7036,0.0009532888465204957,25124.76573469374
7037,0.00258732212160414,15620.134949239779
7038,0.00186219739292365,48223.35623289927
7039,0.0010706638115631692,36088.76293087096
7041,0.0,2931.9635772979
7042,0.0,39169.55380735357
7043,0.004752851711026616,40530.48328148481
7044,0.0022222222222222222,25827.362186602342
7045,0.004705882352941176,34007.847269959064
7046,0.003976143141153081,22383.74988056128
7047,0.002044989775051125,47738.66311338002
7048,0.004259850905218318,41317.016900105315
7049,0.0011148272017837235,49446.10205930467
7051,0.005230125523012552,41149.61315396464
7052,0.0,12209.479750880511
7053,0.001524390243902439,11084.118706483947
7054,0.0008305647840531562,47838.46084115354
7055,0.0,47587.417200972806
7056,0.0,83754.65600522932
7101,0.005714285714285714,18979.756100077233
7201,0.0,68269.97862959653
7202,0.0,110280.4180279163
7203,0.0,49072.48259814947
7204,0.0,58016.870458601596
7205,0.0,53025.877005882605
7206,0.0,39120.89218685081
7207,0.0011534025374855825,41468.66903775773
7208,0.0016891891891891893,37805.9135511331
7209,0.0015600624024961,36542.76313367984
7301,0.0038240917782026767,20356.09400597015
7302,0.0011806375442739079,36393.61486447273
7303,0.0009861932938856016,46888.525032424506
7304,0.0010395010395010396,44591.6568862472
7305,0.0,66844.80162222616
7306,0.0,42664.392326230685
7307,0.0,85169.8922393252
7308,0.0,104673.94672131147
7309,0.002333722287047841,66516.05141493813
7311,0.0,72533.39266002123
7312,0.0,44178.37101504535
7313,0.0009852216748768472,40795.25973062382
7314,0.005284015852047556,31479.031271837874
7315,0.0,18068.545016296903
7316,0.001177856301531213,15907.591487157026
7317,0.0,79161.33179882696
7318,0.002751031636863824,71340.9041541635
7319,0.0009416195856873823,102662.20431953717
7321,0.0015432098765432098,23104.289173751084
7322,0.00522466039707419,28640.180242414557
7323,0.0,70849.91871433194
7324,0.002758620689655172,43353.939417251655
7325,0.0,28984.53454415167
7326,0.0,30862.75375140818
7327,0.006954102920723227,18646.84225128492
7328,0.0019193857965451055,40805.30208177036
7329,0.00145985401459854,71008.9777593809
7331,0.0,48517.25542747009
7332,0.001282051282051282,58491.70507606201
7333,0.0,47072.187814666955
7334,0.0,35397.729608540634
7335,0.0,38088.95739269322
7336,0.0,70022.5580414962
7337,0.0,95297.52229931905
7338,0.0033333333333333335,33362.36617660602
7339,0.0,76147.15165467735
7341,0.0022935779816513763,47876.86287625239
7342,0.0,46986.58922760332
7343,0.0013966480446927375,30099.45653179853
7344,0.0,40691.06938344613
7345,0.0,46299.411072444964
7346,0.0011198208286674132,55783.30469779364
7347,0.0,23066.36105940931
7348,0.005422993492407809,105788.2286045254
7349,0.0,54495.12334752767
7501,0.0,50708.10346494935
7502,0.0,77014.3713589285
7503,0.0025477707006369425,50957.770831244
7504,0.0,28266.086312643496
7505,0.0,14121.709399304153
7506,0.000945179584120983,39248.40651198668
7507,0.0029615004935834156,43024.33703878912
7508,0.0,43133.035677626096
7509,0.00228310502283105,34286.602584797016
7511,0.00228310502283105,64951.03856851524
7512,0.0030721966205837174,3870.006291677961
7513,0.0012106537530266344,9684.895578747628
7514,0.004901960784313725,20245.53671331726
7515,0.00211864406779661,27926.214683993978
7516,0.0011013215859030838,74431.04401192786
7517,0.0,31662.198577386658
7518,0.0,37459.49320535407
7519,0.0,25111.229661623183
7521,0.0,31979.523913131503
7522,0.0,71972.73140574849
7523,0.0,37281.85513379209
7524,0.0,25475.76229880466
7525,0.0,38511.58269782197
7526,0.0,64382.547782566624
7527,0.002890173410404624,3805.864147838065
7528,0.002890173410404624,42503.46913282758
7529,0.0,46115.57834328528
7531,0.0,31235.360429503995
7532,0.0011273957158962795,31829.576705912958
7533,0.0,92043.74715008393
7534,0.0011025358324145535,79766.1014197128
7535,0.0,64489.4555640386
7536,0.0011614401858304297,50227.639621165916
7537,0.0,27287.156018658636
7538,0.0,27863.68828702147
7539,0.0,27208.87119086194
7541,0.0,34728.384827455084
7542,0.0012738853503184713,34550.34255474221
7543,0.0,43308.782837405335
7544,0.0011235955056179776,41399.93218409451
7545,0.0,54872.953061098764
7546,0.0,54279.596762659115
7547,0.0010070493454179255,70371.1181968048
7548,0.0009380863039399625,72450.05502206212
7549,0.0,16844.396415569903
7551,0.0,42518.665410659945
7552,0.0,43779.01666510488
7553,0.0,8659.069606595815
7554,0.0,52778.110101491635
7555,0.0,64505.57519025049
7557,0.002242152466367713,11676.29316878742
7601,0.004379562043795621,32246.595791088566
7602,0.001160092807424594,32819.91685012793
7603,0.0013192612137203166,21989.14444666822
7604,0.0072992700729927005,11591.229091696205
7605,0.008287292817679558,11527.104207364919
7606,0.0042417815482502655,40596.61632237513
7607,0.003271537622682661,17672.25693973718
7608,0.009685230024213076,5583.356518818914
7609,0.007616974972796518,11206.90735812671
7611,0.003367003367003367,26242.338368152756
7612,0.0035650623885918,24957.851482163158
7613,0.0010638297872340426,41227.14184602051
7614,0.0032017075773745998,20324.004222269134
7615,0.0063371356147021544,11207.638163953778
7616,0.001303780964797914,12840.471257928586
7617,0.007453416149068323,49370.57092869227
7618,0.0010548523206751054,61466.77661098497
7619,0.0,33423.02055400483
7621,0.0,24404.04271741069
7622,0.0010050251256281408,19389.422390022082
7623,0.0027752081406105457,25390.390571359574
7624,0.004405286343612335,40852.82023647281
7625,0.008998875140607425,176327.87217629375
7626,0.0,122759.8788121694
7627,0.0,147976.87031328108
7628,0.0031413612565445027,64108.84205911103
7629,0.0,38369.36658197434
7631,0.0032599837000814994,33917.33911680636
7632,0.0,106277.8157890946
7633,0.0,49826.66822134814
7634,0.003374578177727784,46508.88721754906
7635,0.0,63917.52252487255
7636,0.0,56442.83261310658
7637,0.0,23983.446031631796
7638,0.0,50765.450656517925
7639,0.0,60436.44040558372
7641,0.0,79054.77561029482
7642,0.0,171637.96546439198
7643,0.002008032128514056,19950.455671014814
7644,0.0016433853738701725,16713.793720981652
7645,0.0015151515151515152,55371.9609331767
7646,0.000784313725490196,97134.6091763667
7647,0.0,1177.001962917993
7648,0.0,675.6756673722849
7649,0.00099601593625498,42894.42830891857
7651,0.0008025682182985554,214034.039675633
7652,0.0,100977.84177899029
7653,0.0,27055.286535485295
7654,0.0,49363.25557275168
7655,0.0023752969121140144,90332.7993908294
7656,0.0,76344.64748358469
7657,0.0,54827.387362237125
7701,0.0009267840593141798,59664.46093911935
7702,0.0,114286.89240222363
7703,0.008928571428571428,46918.50582004728
7704,0.0,54083.73447894981
7705,0.0,61160.880932162654
7706,0.0,48495.3929104941
7707,0.0,29955.609744434798
7708,0.0,27406.077514212426
7709,0.0,10299.706296844763
7711,0.0,20750.771508109352
7712,0.0018281535648994515,14337.233542495613
7801,0.0,69096.45526967003
7802,0.0,130790.42009718971
7803,0.0,98855.28597167501
7804,0.001122334455667789,53818.29922598881
7805,0.0,59193.28973709986
7806,0.0,38748.4640828316
7807,0.0,34791.08890990493
7808,0.0,26944.606387741398
7809,0.002617801047120419,43687.905546673675
7811,0.0013568521031207597,59261.10967438754
7812,0.0022222222222222222,50369.071237973316
7813,0.0,61345.881575670646
7814,0.0032119914346895075,59803.98503607244
7815,0.0,43183.08645681324
7816,0.0,50011.3110240985
7817,0.0,57941.0658726676
7818,0.0,67813.11140331245
7819,0.006443298969072165,60426.91443036008
7821,0.0009950248756218905,46427.21769128388
7822,0.0,88744.5124158949
7823,0.0,54736.62206605044
7824,0.001303780964797914,37260.96709640347
7825,0.0,37702.35156907166
7826,0.0,51626.57220551422
7827,0.001221001221001221,65795.5241193952
7828,0.0009416195856873823,48662.190324810705
7829,0.0,46230.413582192195
7831,0.0,82024.20851100396
7832,0.0,91772.33341794107
7833,0.001392757660167131,72872.28514186587
7834,0.003401360544217687,76907.47645662395
7835,0.0,83467.98420231635
7836,0.0,41260.7563389667
7837,0.0010638297872340426,79314.174015648
7838,0.0011001100110011,96382.87811734011
7839,0.0,78339.65459644294
7841,0.0,68283.19329157869
7842,0.0,55443.166095642606
7843,0.0027063599458728013,62627.57101617959
7844,0.0,40364.1016570198
7845,0.0,78592.18247546822
7846,0.001072961373390558,70958.26672557212
7847,0.0,58578.46641664845
7848,0.0,60338.358147034145
7849,0.0,52171.44227852008
7851,0.0,73578.09977011161
7852,0.0,48056.18023031158
7853,0.0,59822.033198033765
7854,0.0,72604.06443616975
7855,0.0,71880.70424253993
7856,0.0,56632.87321503773
7857,0.0010964912280701754,64677.77582026743
7858,0.0,35335.55939811192
7859,0.0,52226.81526372366
7861,0.001145475372279496,61335.62783564134
7862,0.0,61321.344418337496
7863,0.0,50840.266690047305
7864,0.0,58470.24539044896
7865,0.0,51705.91364154988
7866,0.0,49689.6296977962
7867,0.0,21614.391551013938
7868,0.0,28541.173759070363
7869,0.0,49065.79246935524
7871,0.0,29668.774777538205
7872,0.0,61437.170280995764
7873,0.002190580503833516,62078.81372929744
7874,0.0,33272.36953762897
7875,0.003129890453834116,35194.58772967428
7876,0.0,23882.931702017835
7901,0.0036363636363636364,29851.43812008921
7902,0.006342494714587738,62097.14855456696
7903,0.0035252643948296123,25672.069836711817
7904,0.0,62165.072251975434
7905,0.0,72232.69220483785
7906,0.0,68517.55265670008
7907,0.0010775862068965517,68734.35478019145
7908,0.0050200803212851405,54942.34127426704
7909,0.0026490066225165563,29920.695965665684
7911,0.0011363636363636363,32360.6705354444
7912,0.0009514747859181732,58895.0876393036
7913,0.001128668171557562,43238.99534860693
7914,0.0022522522522522522,31176.813712358897
7915,0.003575685339690107,35623.4775042414
7916,0.0012121212121212121,46567.241363133566
7917,0.0031446540880503146,46588.300747493675
7918,0.001218026796589525,56064.32139391609
7919,0.0022522522522522522,42835.540185336264
7921,0.0021253985122210413,50709.2521623635
7922,0.0,64404.2146554704
7923,0.0056625141562853904,59591.04160251535
7924,0.0,65677.9782865176
7925,0.0,57659.81755939429
7926,0.0,24579.07818470829
7927,0.0,31067.887745978514
7928,0.0010570824524312897,40392.17124017832
7929,0.00117096018735363,40466.37368171177
7931,0.0,59089.73268041214
7932,0.0,37506.082378605475
7933,0.0,34996.07232288041
7934,0.0,41819.516613316766
7935,0.0,45300.64265481949
7936,0.0011173184357541898,22946.657172687534
7937,0.001092896174863388,37329.87156904076
7938,0.00258732212160414,51180.850141700066
7939,0.0014005602240896359,40141.448292053065
7941,0.0,40784.85495447152
7942,0.003236245954692557,80014.04033643166
7943,0.0021598272138228943,84473.4482772365
7944,0.0,70719.72760048966
7945,0.0,58894.3702312478
7946,0.0009372071227741331,52873.45759828114
7947,0.0,43791.30538232986
7948,0.0,40669.84513766342
7949,0.0,25555.541594003007
7951,0.0010277492291880781,48719.28199356842
7952,0.0020597322348094747,34567.85066552264
7953,0.001141552511415525,32108.672346635092
7954,0.0,4377.31450015515
7955,0.0009910802775024777,50484.539915572255
7956,0.0021598272138228943,40854.02624686133
7957,0.0014084507042253522,41117.07734811842
7958,0.0,24141.618701672658
7959,0.0,33193.2061425121
9001,0.0032258064516129032,10235.750095347954
9101,0.002103049421661409,10957.746954021386
9102,0.0009407337723424271,43281.94517340772
9103,0.001976284584980237,37083.13775343667
9104,0.0009433962264150943,31758.35653560946
9105,0.0010204081632653062,41066.42675174035
9106,0.0,50466.4980306146
9107,0.002173913043478261,39719.97045543341
9108,0.0024009603841536613,38601.75902288592
9109,0.0,55752.57250698663
9111,0.0011560693641618498,48391.132093015905
9112,0.0009950248756218905,41437.14816797591
9113,0.0,32450.063621535257
9114,0.003257328990228013,45374.992261336054
9115,0.0,38429.356738428476
9116,0.0010416666666666667,39736.554198877624
9117,0.0011890606420927466,10621.40403246123
9118,0.0,18117.46150442752
9119,0.0010193679918450561,9658.928773584405
9121,0.0,38356.82562823866
9122,0.0009615384615384616,65947.86532508877
9123,0.0,34778.43462135158
9124,0.0010672358591248667,34511.80000167244
9125,0.0,33164.84432482113
9126,0.0009624639076034649,41110.27316797665
9127,0.0,45777.456989197264
9128,0.0012239902080783353,73994.06677232285
9129,0.0,50679.488733167294
9131,0.0,50529.799201317066
9132,0.00681044267877412,53805.56530782657
9133,0.0037071362372567192,63616.4812131073
9134,0.0010559662090813093,43575.901155192885
9135,0.002229654403567447,33446.540733447386
9136,0.0,9647.72144811316
9137,0.000945179584120983,10874.061485255319
9138,0.0,47916.217581189485
9139,0.0,48010.95050327552
9141,0.0,45996.25090729684
9142,0.0,40316.29090361748
9143,0.0,39660.57651079474
9144,0.0,34024.67238409162
9145,0.0010787486515641855,65421.92765031797
9146,0.0011350737797956867,50351.62204229811
9147,0.0,53097.50826150922
9148,0.0,48915.65325594325
9149,0.0019860973187686196,40721.77275292282
9151,0.0,91910.45245033254
9152,0.0017152658662092624,50611.47852204318
9201,0.0,21529.603644972205
9202,0.0,30128.562209570937
9203,0.0,88705.79041286008
9204,0.0,60279.86242494979
9205,0.0,122816.23708033231
9206,0.0,40697.646115366006
9207,0.0020060180541624875,42105.571921815776
9208,0.0010482180293501049,72967.38286822553
9209,0.0,26798.311294766547
9211,0.0021551724137931034,55975.3989266743
9212,0.0024752475247524753,96824.54368486752
9213,0.0,63452.397125928204
9214,0.0,71653.60981988002
9215,0.0,97303.38526743746
9216,0.0,103322.38094874617
9217,0.0,93678.51752621267
9218,0.0011750881316098707,83548.33332610455
9219,0.0,53896.95661137144
9221,0.0,102141.30444713809
9222,0.0,103760.69208878776
9223,0.0014771048744460858,74191.05771204596
9224,0.0010214504596527069,80053.77759509972
9225,0.0,101242.67093482599
9226,0.0,81196.0470151303
9227,0.0,48215.48734657407
9228,0.0,76652.54753586637
9229,0.0,30807.590329654417
9231,0.0010121457489878543,47778.42780708357
9232,0.0,54380.11017351361
9233,0.0,62645.362750427485
9234,0.0012674271229404308,37814.53829996594
9235,0.0,45343.7677936126
9236,0.0,60012.36000538367
9237,0.0,111425.47935131974
9238,0.0,37836.725334065035
9239,0.0,75276.34778690488
9241,0.0,95908.80208110526
9242,0.002079002079002079,61866.8187308623
9243,0.0016863406408094434,75060.31619872605
9244,0.0010976948408342481,150719.10865369893
9245,0.0,62749.39536960265
9246,0.0,66594.24416875395
9247,0.0,115119.686673934
9248,0.0,63422.75433176297
9249,0.001088139281828074,58549.06361401332
9251,0.0010121457489878543,72384.17428862303
9252,0.002036659877800407,75406.59120738065
9253,0.0013123359580052493,58536.102133390465
9254,0.0,88679.6395541806
9255,0.0,38622.74693768759
9256,0.0,54536.32081122712
9257,0.0,17739.923210391033
9258,0.0,81436.40464027805
9401,0.0009208103130755065,53375.203472786
9402,0.0,29101.029412476455
9403,0.0,47967.20445257325
9404,0.0009900990099009901,33376.833092423105
9405,0.0,29151.22421639384
9406,0.0010526315789473684,44021.56921330636
9407,0.0,38571.90126770061
9408,0.0,27869.94739485748
9409,0.0,25265.57197814304
9411,0.0,13190.996750681188
9412,0.0,17440.340924686534
9413,0.0,50419.45697300542
9414,0.0020855057351407717,30898.101731594044
9415,0.0011862396204033216,38051.989781973476
9416,0.0,19302.902685166642
9417,0.0,53784.724247671744
9418,0.001142857142857143,61409.386127578764
9419,0.002068252326783868,40058.32659869333
9421,0.0010204081632653062,50514.228084026465
9422,0.0,53923.076250643695
9423,0.0,16360.393770734348
9424,0.0009363295880149813,29402.2006505315
9425,0.0019120458891013384,71685.0813294497
9426,0.0010964912280701754,40889.94066303386
9427,0.0009242144177449168,42094.19088733936
9428,0.0009727626459143969,38645.53627641412
9429,0.0010235414534288639,47105.80249740544
9431,0.0,44242.00900126732
9432,0.0019249278152069298,70510.40026356585
9433,0.0,42533.48887819515
9434,0.0,14729.018052633299
9435,0.0,20358.179792185707
9436,0.0008605851979345956,25950.562741493366
9437,0.002026342451874367,44753.44664950908
9438,0.0018214936247723133,39571.79632941517
9439,0.0009940357852882703,54343.65769836713
9441,0.0,35319.67064374529
9442,0.0017809439002671415,14086.547408429673
9443,0.0,18725.058880893994
9444,0.0,25916.358686991454
9445,0.0,48858.9317300696
9446,0.0008695652173913044,48209.41001571567
9447,0.0010090817356205853,38481.17427349269
9448,0.0,52916.54166025246
9449,0.0,25370.40942904852
9451,0.0,29070.508948946914
9452,0.0,57477.01649645404
9453,0.0,99684.82295238711
9501,0.006666666666666667,21676.952870956702
9502,0.0,11891.333798475038
9503,0.0028653295128939827,22807.203405951233
9504,0.002857142857142857,10982.668800276793
9505,0.001218026796589525,80793.98207235125
9506,0.00267379679144385,38768.675934615305
9507,0.0013812154696132596,31743.977581789975
9508,0.0,31215.389131435833
9509,0.0,23902.72327812266
9511,0.0030165912518853697,21340.591231572686
9512,0.0012987012987012987,30880.712957494234
9513,0.00228310502283105,38382.468056664664
9514,0.002150537634408602,27454.824249462185
9515,0.0013351134846461949,25520.580015098636
9516,0.0,38062.38113033249
9517,0.0,24908.050604154778
9518,0.0,30957.927227921035
9519,0.0,28731.621892867413
9521,0.0,17931.133877850447
9522,0.002150537634408602,20595.050224216036
9701,0.0,30502.34723680064
9702,0.0,30395.78176748937
9703,0.0,42857.11579891735
9704,0.0,43471.691454169384
9705,0.0,30835.744016096796
9706,0.0,2870.544303375921
9707,0.0,49564.26596738133
9708,0.0,34748.17585910418
9709,0.0,54318.97792151533
9711,0.0030627871362940277,39390.94643535548
9712,0.0,32184.329692404066
9713,0.000998003992015968,26157.578634649046
9714,0.0010162601626016261,39567.66002132591
9715,0.0,23991.317641946698
9716,0.0,27579.331048056436
9717,0.0009891196834817012,27297.085522007514
9718,0.0,34063.468162154946
9719,0.0010449320794148381,92809.44870290981
9721,0.002861230329041488,74615.48037217699
9722,0.004672897196261682,34135.73024437742
9723,0.0018181818181818182,38780.39838915162
9724,0.0018315018315018315,63972.158877624606
9725,0.002912621359223301,78636.02416480123
9726,0.0019646365422396855,41979.56374943723
9727,0.004273504273504274,21465.505592875845
9728,0.0029411764705882353,32339.011464111038
9729,0.0011737089201877935,41703.144699565804
9731,0.0,36251.890107197076
9732,0.0,6337.611855575237
9733,0.0,26003.851199971723
9734,0.0015267175572519084,28118.170035490934
9735,0.0,36193.27723602994
9736,0.0,35915.00187117788
9737,0.0,20537.889486746637
9738,0.004624277456647399,56893.72357175327
9739,0.0,24555.23730531781
9741,0.0,49139.41945646143
9742,0.0,21384.863373706638
9743,0.0036068530207394047,37436.384031263726
9744,0.0,14816.870955420167
9745,0.002105263157894737,25617.349731723843
9746,0.0,35180.78508457909
9747,0.0019138755980861245,40300.46865243102
9748,0.0020242914979757085,30715.16377916688
9749,0.00101010101010101,39404.81052795967
9751,0.0008896797153024911,86486.98679282311
9752,0.001364256480218281,31568.70909123741
9753,0.00125,73291.06334969634
9754,0.0,22970.04792341452
9755,0.0,20269.923502373447
9756,0.0009727626459143969,41488.83537893441
9801,0.0,28610.25690089665
9900,0.0,63.39606148371423
9901,0.0,3344.9241697884845
9902,0.0,3940.7877894744665
